665.42755	2552
665.46375	2500
665.49994	2528
665.53607	2562
665.57227	2534
665.60846	2559
665.64465	2571
665.68079	2559
665.71698	2567
665.75317	2546
665.78931	2596
665.8255	2613
665.86169	2619
665.89783	2609
665.93402	2615
665.97021	2660
666.00635	2657
666.04254	2663
666.07867	2629
666.11487	2661
666.151	2640
666.18719	2707
666.22333	2702
666.25952	2687
666.29565	2758
666.33185	2728
666.36798	2762
666.40411	2770
666.44031	2761
666.47644	2801
666.51257	2793
666.54877	2831
666.5849	2877
666.62103	2847
666.65723	2892
666.69336	2849
666.72949	2892
666.76569	2915
666.80182	2928
666.83795	2989
666.87408	2994
666.91022	2965
666.94641	2933
666.98254	3041
667.01868	3063
667.05481	3070
667.09094	3067
667.12708	3096
667.16321	3077
667.19934	3142
667.23547	3101
667.27161	3095
667.30774	3149
667.34387	3185
667.38	3188
667.41614	3242
667.45227	3190
667.4884	3166
667.52454	3254
667.56067	3249
667.5968	3227
667.63293	3320
667.66901	3276
667.70514	3367
667.74127	3375
667.7774	3419
667.81354	3395
667.84961	3441
667.88574	3459
667.92188	3451
667.95801	3493
667.99408	3481
668.03021	3559
668.06635	3538
668.10242	3557
668.13855	3528
668.17468	3624
668.21075	3608
668.24689	3608
668.28296	3636
668.31909	3673
668.35516	3694
668.3913	3729
668.42743	3649
668.4635	3761
668.49957	3752
668.53571	3778
668.57178	3740
668.60791	3800
668.64398	3843
668.68011	3796
668.71619	3836
668.75226	3827
668.78839	3844
668.82446	3840
668.86053	3864
668.89667	3903
668.93274	3861
668.96881	3885
669.00488	3900
669.04102	3909
669.07709	3904
669.11316	3912
669.14923	3876
669.1853	3909
669.22144	3932
669.25751	3941
669.29358	3912
669.32965	3910
669.36572	3888
669.40179	3924
669.43787	3956
669.47394	3900
669.51001	3907
669.54608	3936
669.58215	3917
669.61823	3913
669.6543	3964
669.69037	3986
669.72644	3933
669.76251	3995
669.79858	3949
669.83466	3938
669.87073	3942
669.9068	3979
669.94281	3994
669.97888	3977
670.01495	3939
670.05103	3998
670.08704	3910
670.12311	3889
670.15918	3956
670.19525	3962
670.23126	3931
670.26733	3921
670.30341	3910
670.33942	3970
670.37549	3942
670.41156	3937
670.44757	3928
670.48364	3897
670.51965	3924
670.55573	3935
670.59174	3905
670.62781	3864
670.66382	3848
670.69989	3849
670.7359	3787
670.77197	3778
670.80798	3765
670.84406	3747
670.88007	3758
670.91614	3707
670.95215	3694
670.98816	3690
671.02423	3692
671.06024	3642
671.09625	3645
671.13232	3647
671.16833	3652
671.20435	3675
671.24036	3572
671.27643	3609
671.31244	3586
671.34845	3610
671.38446	3535
671.42047	3431
671.45648	3613
671.49255	3545
671.52856	3528
671.56458	3591
671.60059	3540
671.6366	3560
671.67261	3525
671.70862	3497
671.74463	3495
671.78064	3491
671.81665	3457
671.85266	3478
671.88867	3433
671.92468	3399
671.96069	3420
671.9967	3432
672.03265	3396
672.06866	3407
672.10468	3338
672.14069	3340
672.1767	3294
672.21271	3314
672.24866	3290
672.28467	3237
672.32068	3248
672.35669	3257
672.39264	3223
672.42865	3199
672.46466	3206
672.50061	3224
672.53662	3185
672.57263	3238
672.60858	3206
672.64459	3225
672.68054	3252
672.71655	3217
672.7525	3199
672.78851	3257
672.82446	3190
672.86047	3242
672.89642	3213
672.93243	3202
672.96838	3206
673.00439	3193
673.04034	3204
673.07635	3241
673.1123	3226
673.14825	3227
673.18427	3190
673.22021	3246
673.25616	3234
673.29218	3208
673.32813	3198
673.36407	3248
673.40002	3226
673.43604	3232
673.47198	3283
673.50793	3257
673.54388	3255
673.57983	3199
673.61578	3271
673.65173	3288
673.68774	3287
673.72369	3308
673.75964	3318
673.79559	3316
673.83154	3284
673.86749	3300
673.90344	3344
673.93939	3330
673.97534	3293
674.01129	3333
674.04724	3297
674.08319	3323
674.11914	3313
674.15503	3346
674.19098	3387
674.22693	3329
674.26288	3367
674.29883	3345
674.33478	3323
674.37067	3366
674.40662	3372
674.44257	3399
674.47852	3458
674.5144	3448
674.55035	3407
674.5863	3418
674.62219	3455
674.65814	3427
674.69409	3437
674.72998	3441
674.76593	3482
674.80182	3480
674.83777	3476
674.87372	3529
674.90961	3494
674.94556	3514
674.98145	3539
675.0174	3553
675.05328	3561
675.08917	3595
675.12512	3580
675.16101	3641
675.19696	3591
675.23285	3604
675.26874	3598
675.30469	3627
675.34058	3561
675.37646	3592
675.41241	3566
675.4483	3600
675.48419	3565
675.52008	3529
675.55603	3545
675.59192	3577
675.62781	3536
675.6637	3473
675.69958	3546
675.73553	3548
675.77142	3469
675.80731	3508
675.8432	3438
675.87909	3495
675.91498	3450
675.95087	3412
675.98676	3473
676.02264	3486
676.05853	3442
676.09442	3450
676.13031	3448
676.1662	3391
676.20209	3438
676.23798	3444
676.27386	3475
676.30969	3395
676.34558	3439
676.38147	3452
676.41736	3420
676.45325	3477
676.48907	3465
676.52496	3435
676.56085	3462
676.59674	3444
676.63257	3433
676.66846	3430
676.70435	3414
676.74017	3434
676.77606	3375
676.81195	3302
676.84778	3351
676.88367	3342
676.91949	3337
676.95538	3256
676.99121	3272
677.0271	3270
677.06293	3186
677.09882	3208
677.13464	3205
677.17053	3186
677.20636	3149
677.24225	3159
677.27808	3148
677.3139	3089
677.34979	3121
677.38562	3157
677.42145	3115
677.45734	3074
677.49316	3066
677.52899	3042
